2457390.62714 22 -1 4.66 306.0
2457397.65484 22 -1 5.95 399.0
2457402.68818 22 -1 4.05 269.0
2457408.63492 22 -1 3.69 567.0
2457412.61098 22 -1 9.99 0.0
2457426.63770 22 -1 6.17 369.0
2457432.61833 22 -1 4.48 372.0
2457437.58560 22 -1 5.02 358.0
2457444.56748 22 -1 3.84 574.0
2457457.56735 22 -1 5.06 316.0
2457462.58053 22 -1 4.82 327.0
2457467.53107 22 -1 6.19 690.0
2457475.49846 22 -1 5.95 462.0
2457599.92120 22 -1 1.78 340.0
2457603.87890 22 -1 5.11 246.0
2457607.93202 22 -1 1.53 314.0
2457611.87087 22 -1 5.93 331.0
2457617.86192 22 -1 5.29 569.0
2457621.86822 22 -1 5.97 431.0
2457623.92254 22 -1 4.88 700.0
2457626.87952 22 -1 4.97 394.0
2457631.87321 22 -1 3.86 241.0
2457635.85134 21.745 0.479 1.75 296.0
2457639.83631 20.685 0.109 3.89 324.0
2457645.82020 19.762 0.073 5.10 473.0
2457649.79033 19.675 0.060 3.86 584.0
2457653.81421 19.687 0.048 4.25 383.0
2457658.78936 19.742 0.047 4.66 281.0
2457661.79424 19.916 0.058 4.82 278.0
2457666.76683 20.291 0.078 4.82 251.0
2457674.78427 20.295 0.099 4.51 392.0
2457683.80677 20.206 0.139 9.99 0.0
2457687.79036 20.284 0.104 5.68 307.0
2457690.74118 20.259 0.079 4.42 333.0
2457697.75077 20.829 0.128 4.77 250.0
2457700.71590 20.924 0.173 4.18 386.0
2457704.62495 21.144 0.278 4.96 624.0
2457708.65403 21.386 0.350 4.75 670.0
2457711.69662 21.703 0.495 6.32 440.0
