2456886.92373 22 -1 4.72 507.0
2456906.91921 21.182 0.576 2.05 1096.0
2456920.84285 22 -1 5.62 228.0
2456927.83142 22 -1 4.72 375.0
2456931.84442 22 -1 4.36 341.0
2456938.86180 22 -1 5.66 610.0
2456942.86970 22 -1 3.99 835.0
2456953.76298 22 -1 5.62 348.0
2456958.85222 22 -1 4.64 393.0
2456965.77092 22 -1 4.59 447.0
2456970.81030 22 -1 4.56 490.0
2456977.70958 22 -1 4.24 297.0
2456980.85435 22 -1 5.22 266.0
2456985.76371 22 -1 4.58 375.0
2456992.82097 22 -1 4.63 283.0
2456996.84630 22 -1 4.95 461.0
2457000.81392 21.358 0.426 4.28 1023.0
2457005.85313 22 -1 6.38 452.0
2457011.79729 22 -1 6.10 235.0
2457015.81290 22 -1 4.03 297.0
2457019.83438 20.722 0.137 4.53 289.0
2457023.82179 20.417 0.104 4.67 264.0
2457026.81327 20.197 0.115 4.69 628.0
2457029.80723 19.970 0.148 6.31 820.0
2457034.78217 19.953 0.076 5.02 277.0
2457039.79298 20.150 0.086 4.31 339.0
2457043.78605 20.424 0.177 6.27 455.0
2457044.76214 20.433 0.110 5.44 237.0
2457048.78430 20.606 0.165 5.85 384.0
2457050.78073 20.441 0.086 3.95 206.0
2457054.76178 20.238 0.179 1.58 594.0
2457060.73401 20.302 0.141 6.13 595.0
2457066.73095 20.705 0.166 5.66 317.0
2457072.67982 21.831 0.526 5.11 443.0
2457077.70536 21.685 0.464 5.84 400.0
2457081.67355 22 -1 6.78 467.0
2457083.67719 21.693 0.468 4.75 602.0
2457086.68260 21.739 0.604 4.77 1010.0
2457089.65341 22 -1 4.11 558.0
2457092.65962 21.259 0.268 4.24 600.0
2457098.64476 22 -1 4.98 434.0
2457110.56646 21.914 0.489 4.59 382.0
2457113.57690 22 -1 5.08 583.0
2457116.58322 21.721 0.681 6.41 729.0
2457119.57942 22 -1 4.40 708.0
2457130.55472 21.685 0.388 4.27 490.0
2457133.53713 22 -1 6.28 618.0
2457136.53696 22 -1 4.83 490.0
2457141.52151 22 -1 3.78 638.0
2457146.52350 21.651 0.500 4.48 968.0
