2456348.61964 99.999 9.999 6.44  497.0
2456353.64301 22.674 0.976 5.25  422.0
2456357.60753 99.999 9.999 4.58  276.0
2456361.55234 99.999 9.999 5.11  339.0
2456368.56813 25.111 8.477 4.54  379.0
2456375.54822 99.999 9.999 3.43  537.0
2456385.50706 21.264 0.278 6.15  317.0
2456391.51132 99.999 9.999 6.32  517.0
2456400.49375 99.999 9.999 6.83  493.0
2456407.48046 22.803 1.347 5.26  767.0
2456511.90605 99.999 9.999 5.94  305.0
2456521.88812 99.999 9.999 4.85  381.0
2456530.92100 99.999 9.999 7.73  331.0
2456547.89767 21.639 0.258 4.91  226.0
2456561.86530 19.063 0.036 5.66  285.0
2456571.87145 19.713 0.045 3.82  311.0
2456577.85537 19.743 0.046 4.55  251.0
2456583.76900 19.788 0.081 5.24  544.0
2456593.73838 19.961 0.096 6.34  361.0
2456603.81855 20.873 0.158 5.71  282.0
2456611.80299 21.333 0.270 5.51  359.0
2456616.70720 20.956 0.172 4.02  442.0
2456623.73277 21.645 0.277 4.80  260.0
2456629.73232 21.377 0.237 4.82  334.0
2456641.73124 22.064 0.503 4.17  515.0
2456647.74246 23.453 1.892 5.29  399.0
2456658.78343 103.149 9.999 4.37  215.0
2456661.81527 103.149 9.999 6.80  376.0
2456668.77538 103.149 9.999 5.75  251.0
2456675.76083 103.149 9.999 6.31  828.0
2456690.72800 103.149 9.999 5.74  224.0
2456695.67896 103.149 9.999 6.29  290.0
2456699.63970 103.149 9.999 5.50  377.0
2456704.69479 21.081 0.350 6.16  824.0
2456709.64577 21.621 0.338 5.28  330.0
2456713.61862 103.149 9.999 5.99  347.0
2456721.61903 103.149 9.999 5.47  306.0
