2456508.89120 99.999 9.999 5.67  362.0
2456524.90604 99.999 9.999 5.98  431.0
2456543.91849 22.710 0.992 6.18  656.0
2456552.83995 99.999 9.999 6.04  370.0
2456567.85135 23.253 1.165 1.84  223.0
2456575.85434 23.173 0.913 4.07  291.0
2456586.75161 99.999 9.999 4.73  383.0
2456591.76885 99.999 9.999 6.51  355.0
2456593.86028 99.999 9.999 5.36  336.0
2456594.77233 24.226 5.051 7.40  369.0
2456602.72150 26.212 17.612 4.47  284.0
2456609.72545 99.999 9.999 4.12  317.0
2456613.76958 25.697 16.536 1.50  545.0
2456616.69210 20.869 0.144 4.43  372.0
2456618.73757 20.035 0.059 3.90  345.0
2456622.74502 19.150 0.030 5.35  244.0
2456627.73778 18.557 0.015 3.69  242.0
2456631.76936 18.718 0.026 1.71  231.0
2456637.72150 18.949 0.028 4.03  346.0
2456639.70311 19.026 0.029 4.76  329.0
2456644.72430 19.420 0.046 4.77  483.0
2456646.75473 19.538 0.045 3.95  353.0
2456648.73065 19.586 0.046 4.92  281.0
2456650.77381 19.565 0.044 4.63  323.0
2456652.68071 19.708 0.049 5.83  188.0
2456657.76880 19.277 0.034 4.19  386.0
2456659.65167 19.296 0.031 4.17  229.0
2456661.79162 19.277 0.034 4.79  302.0
2456664.78794 19.334 0.036 4.31  398.0
2456669.71414 19.621 0.069 5.01  576.0
2456672.72413 20.052 0.107 9.99    0.0
2456675.73034 20.198 0.119 5.03  697.0
2456678.72557 20.227 0.076 4.78  272.0
2456681.66977 20.318 0.065 4.18  213.0
2456688.65959 20.641 0.145 6.76  276.0
2456691.69567 20.849 0.133 4.61  339.0
2456695.66345 21.088 0.187 5.66  295.0
2456699.62401 21.034 0.183 5.11  379.0
2456702.56471 20.476 0.150 6.27  484.0
2456705.65270 21.365 0.307 4.90  522.0
2456708.62195 20.791 0.128 5.11  322.0
2456711.61249 21.165 0.190 5.19  311.0
2456715.52120 21.048 0.256 7.57  270.0
2456718.59296 21.448 0.307 1.71  266.0
2456721.60318 21.369 0.208 4.44  309.0
2456728.60780 21.521 0.282 3.94  437.0
2456735.60316 22.034 0.501 4.63  507.0
2456740.54248 22.665 0.808 9.99    0.0
