2457388.54780 22 -1 4.40 324.0
2457568.95210 22 -1 6.28 1508.0
2457576.88848 22 -1 5.05 259.0
2457583.86415 22 -1 5.17 207.0
2457596.92478 22 -1 4.95 267.0
2457601.82929 20.663 0.133 5.36 284.0
2457605.81202 20.409 0.098 4.48 283.0
2457609.78632 20.447 0.096 4.47 245.0
2457616.76492 20.311 0.091 3.82 515.0
2457619.85439 20.719 0.246 2.02 657.0
2457623.73954 20.892 0.133 4.79 224.0
2457631.71362 20.787 0.110 4.69 185.0
2457635.67983 21.134 0.252 7.30 178.0
2457638.68261 20.843 0.133 4.41 303.0
2457644.62206 21.181 0.472 5.92 1284.0
2457648.66991 21.135 0.287 4.84 645.0
2457651.66417 20.951 0.194 5.23 364.0
2457654.63508 21.422 0.334 9.99 0.0
2457657.64429 20.778 0.126 4.31 260.0
2457660.63525 21.006 0.184 5.63 216.0
2457663.62578 21.033 0.151 4.12 222.0
2457667.61063 21.149 0.172 1.64 279.0
2457674.70265 21.931 0.726 1.45 423.0
2457681.65780 22 -1 2.13 355.0
2457686.57701 22 -1 9.99 0.0
2457691.59818 22 -1 4.54 269.0
2457697.57492 22 -1 1.09 331.0
2457700.55113 22 -1 1.86 436.0
2457703.51919 22 -1 3.80 412.0
2457707.52142 22 -1 4.97 704.0
2457709.50343 22 -1 9.99 0.0
2457713.50315 22 -1 9.99 0.0
2457719.54179 22 -1 4.61 233.0
2457725.56588 22 -1 4.98 317.0
2457735.54100 22 -1 5.92 595.0
2457739.59559 22 -1 5.53 431.0
2457742.53378 22 -1 4.97 261.0
2457755.52434 22 -1 5.61 507.0
2457762.53597 22 -1 6.06 486.0
2457766.53580 22 -1 4.58 824.0
